,1024,512,256,128,64,32,16,1
1024,0.9499570205927421,0.9496784806340661,0.950626491646778,0.9517164179104478,0.9517050760094125,0.9508931908214365,0.9521244763614602,0.9017663952161769
512,0.9499607608655032,0.9498430258633578,0.9511485680190931,0.9518836255128683,0.9517977821752605,0.9513242930255146,0.9523204068658614,0.9021841609050911
256,0.9497165025365563,0.9500634470403821,0.9507317618143224,0.9516897424445437,0.9517066626919064,0.9524945931836826,0.9528287804149873,0.9031143227428032
128,0.9494964565460648,0.9501435656486557,0.9508818932797499,0.9514917044862733,0.9514490866475688,0.95
